transaction_id,account_id,customer_id,aml_risk_score,aml_risk_band,aml_risk_reasons
TXN0000351,ACCT000302,CUST000192,8,Info,Cross-border transaction
TXN0000352,ACCT000196,CUST000033,8,Info,Cross-border transaction
TXN0000353,ACCT000495,CUST000067,5,Info,Synthetic suspicious helper label present
TXN0000354,ACCT000316,CUST000029,8,Info,Cross-border transaction
TXN0000355,ACCT000660,CUST000134,21,Low,New beneficiary high-value payment; Synthetic suspicious helper label present
TXN0000356,ACCT000154,CUST000233,8,Info,Cross-border transaction
TXN0000357,ACCT000311,CUST000334,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0000358,ACCT000373,CUST000369,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000359,ACCT000636,CUST000091,8,Info,Cross-border transaction
TXN0000360,ACCT000405,CUST000094,8,Info,Cross-border transaction
TXN0000361,ACCT000049,CUST000110,8,Info,Cross-border transaction
TXN0000362,ACCT000237,CUST000150,8,Info,Cross-border transaction
TXN0000363,ACCT000621,CUST000116,8,Info,Cross-border transaction
TXN0000364,ACCT000191,CUST000186,8,Info,Cross-border transaction
TXN0000365,ACCT000239,CUST000113,8,Info,Cross-border transaction
TXN0000366,ACCT000106,CUST000031,8,Info,Cross-border transaction
TXN0000367,ACCT000504,CUST000298,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000368,ACCT000098,CUST000340,5,Info,Synthetic suspicious helper label present
TXN0000369,ACCT000258,CUST000265,8,Info,Cross-border transaction
TXN0000370,ACCT000499,CUST000377,0,Info,No material AML indicators
TXN0000371,ACCT000627,CUST000083,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000372,ACCT000156,CUST000110,8,Info,Cross-border transaction
TXN0000373,ACCT000233,CUST000422,8,Info,Cross-border transaction
TXN0000374,ACCT000083,CUST000355,8,Info,Cross-border transaction
TXN0000375,ACCT000307,CUST000214,55,Medium,High-risk jurisdiction exposure; Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000376,ACCT000700,CUST000085,8,Info,Cross-border transaction
TXN0000377,ACCT000213,CUST000232,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000378,ACCT000182,CUST000394,0,Info,No material AML indicators
TXN0000379,ACCT000280,CUST000064,8,Info,Cross-border transaction
TXN0000380,ACCT000628,CUST000442,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000381,ACCT000383,CUST000417,65,Medium,Rapid movement of funds; Account takeover style activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0000382,ACCT000427,CUST000372,8,Info,Cross-border transaction
TXN0000383,ACCT000547,CUST000057,8,Info,Cross-border transaction
TXN0000384,ACCT000501,CUST000310,0,Info,No material AML indicators
TXN0000385,ACCT000420,CUST000458,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0000386,ACCT000393,CUST000063,8,Info,Cross-border transaction
TXN0000387,ACCT000374,CUST000161,8,Info,Cross-border transaction
TXN0000388,ACCT000127,CUST000210,8,Info,Cross-border transaction
TXN0000389,ACCT000291,CUST000367,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000390,ACCT000593,CUST000088,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000391,ACCT000028,CUST000158,8,Info,Cross-border transaction
TXN0000392,ACCT000580,CUST000318,8,Info,Cross-border transaction
TXN0000393,ACCT000397,CUST000011,8,Info,Cross-border transaction
TXN0000394,ACCT000245,CUST000009,8,Info,Cross-border transaction
TXN0000395,ACCT000080,CUST000193,8,Info,Cross-border transaction
TXN0000396,ACCT000535,CUST000125,8,Info,Cross-border transaction
TXN0000397,ACCT000001,CUST000473,0,Info,No material AML indicators
TXN0000398,ACCT000381,CUST000078,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000399,ACCT000114,CUST000165,8,Info,Cross-border transaction
TXN0000400,ACCT000637,CUST000072,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000401,ACCT000128,CUST000020,8,Info,Cross-border transaction
TXN0000402,ACCT000562,CUST000395,8,Info,Cross-border transaction
TXN0000403,ACCT000402,CUST000077,59,Medium,High-risk jurisdiction exposure; Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000404,ACCT000029,CUST000014,8,Info,Cross-border transaction
TXN0000405,ACCT000505,CUST000234,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000406,ACCT000616,CUST000076,8,Info,Cross-border transaction
TXN0000407,ACCT000156,CUST000110,8,Info,Cross-border transaction
TXN0000408,ACCT000678,CUST000274,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000409,ACCT000559,CUST000321,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0000410,ACCT000520,CUST000376,8,Info,Cross-border transaction
TXN0000411,ACCT000236,CUST000279,8,Info,Cross-border transaction
TXN0000412,ACCT000084,CUST000038,0,Info,No material AML indicators
TXN0000413,ACCT000301,CUST000063,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000414,ACCT000566,CUST000127,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000415,ACCT000411,CUST000099,8,Info,Cross-border transaction
TXN0000416,ACCT000454,CUST000327,51,Medium,High-risk jurisdiction exposure; New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0000417,ACCT000547,CUST000057,8,Info,Cross-border transaction
TXN0000418,ACCT000238,CUST000466,0,Info,No material AML indicators
TXN0000419,ACCT000027,CUST000294,8,Info,Cross-border transaction
TXN0000420,ACCT000619,CUST000253,8,Info,Cross-border transaction
TXN0000421,ACCT000430,CUST000129,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0000422,ACCT000396,CUST000400,8,Info,Cross-border transaction
TXN0000423,ACCT000402,CUST000077,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0000424,ACCT000598,CUST000460,77,High,Structuring pattern indicator; Account takeover style activity; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0000425,ACCT000539,CUST000218,0,Info,No material AML indicators
TXN0000426,ACCT000470,CUST000034,8,Info,Cross-border transaction
TXN0000427,ACCT000548,CUST000286,8,Info,Cross-border transaction
TXN0000428,ACCT000202,CUST000191,8,Info,Cross-border transaction
TXN0000429,ACCT000499,CUST000377,0,Info,No material AML indicators
TXN0000430,ACCT000683,CUST000085,8,Info,Cross-border transaction
TXN0000431,ACCT000165,CUST000274,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0000432,ACCT000400,CUST000438,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000433,ACCT000477,CUST000466,21,Low,New beneficiary high-value payment; Synthetic suspicious helper label present
TXN0000434,ACCT000362,CUST000298,33,Low,Rapid movement of funds; High-value transaction; Synthetic suspicious helper label present
TXN0000435,ACCT000679,CUST000400,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0000436,ACCT000283,CUST000442,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000437,ACCT000153,CUST000029,8,Info,Cross-border transaction
TXN0000438,ACCT000096,CUST000177,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000439,ACCT000595,CUST000158,8,Info,Cross-border transaction
TXN0000440,ACCT000481,CUST000303,8,Info,Cross-border transaction
TXN0000441,ACCT000405,CUST000094,8,Info,Cross-border transaction
TXN0000442,ACCT000302,CUST000192,8,Info,Cross-border transaction
TXN0000443,ACCT000287,CUST000323,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000444,ACCT000655,CUST000004,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000445,ACCT000477,CUST000466,8,Info,Cross-border transaction
TXN0000446,ACCT000676,CUST000227,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0000447,ACCT000562,CUST000395,0,Info,No material AML indicators
TXN0000448,ACCT000538,CUST000164,8,Info,Cross-border transaction
TXN0000449,ACCT000388,CUST000085,8,Info,Cross-border transaction
TXN0000450,ACCT000170,CUST000342,8,Info,Cross-border transaction
TXN0000451,ACCT000458,CUST000359,8,Info,Cross-border transaction
TXN0000452,ACCT000502,CUST000415,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000453,ACCT000366,CUST000282,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0000454,ACCT000015,CUST000255,0,Info,No material AML indicators
TXN0000455,ACCT000673,CUST000465,8,Info,Cross-border transaction
TXN0000456,ACCT000579,CUST000289,8,Info,Cross-border transaction
TXN0000457,ACCT000247,CUST000217,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000458,ACCT000346,CUST000081,0,Info,No material AML indicators
TXN0000459,ACCT000087,CUST000112,8,Info,Cross-border transaction
TXN0000460,ACCT000656,CUST000306,8,Info,Cross-border transaction
TXN0000461,ACCT000162,CUST000111,8,Info,Cross-border transaction
TXN0000462,ACCT000265,CUST000158,8,Info,Cross-border transaction
TXN0000463,ACCT000300,CUST000211,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000464,ACCT000185,CUST000272,8,Info,Cross-border transaction
TXN0000465,ACCT000445,CUST000127,8,Info,Cross-border transaction
TXN0000466,ACCT000697,CUST000310,8,Info,Cross-border transaction
TXN0000467,ACCT000599,CUST000395,8,Info,Cross-border transaction
TXN0000468,ACCT000372,CUST000236,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0000469,ACCT000092,CUST000290,8,Info,Cross-border transaction
TXN0000470,ACCT000605,CUST000413,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0000471,ACCT000180,CUST000023,8,Info,Cross-border transaction
TXN0000472,ACCT000638,CUST000366,0,Info,No material AML indicators
TXN0000473,ACCT000277,CUST000199,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000474,ACCT000363,CUST000289,8,Info,Cross-border transaction
TXN0000475,ACCT000306,CUST000075,8,Info,Cross-border transaction
TXN0000476,ACCT000319,CUST000197,8,Info,Cross-border transaction
TXN0000477,ACCT000116,CUST000366,8,Info,Cross-border transaction
TXN0000478,ACCT000388,CUST000085,8,Info,Cross-border transaction
TXN0000479,ACCT000283,CUST000442,0,Info,No material AML indicators
TXN0000480,ACCT000594,CUST000231,8,Info,Cross-border transaction
TXN0000481,ACCT000335,CUST000128,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000482,ACCT000676,CUST000227,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000483,ACCT000208,CUST000161,8,Info,Cross-border transaction
TXN0000484,ACCT000230,CUST000208,8,Info,Cross-border transaction
TXN0000485,ACCT000026,CUST000051,8,Info,Cross-border transaction
TXN0000486,ACCT000518,CUST000040,8,Info,Cross-border transaction
TXN0000487,ACCT000052,CUST000178,8,Info,Cross-border transaction
TXN0000488,ACCT000200,CUST000189,8,Info,Cross-border transaction
TXN0000489,ACCT000638,CUST000366,29,Low,Account takeover style activity; Synthetic suspicious helper label present
TXN0000490,ACCT000428,CUST000297,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000491,ACCT000392,CUST000210,8,Info,Cross-border transaction
TXN0000492,ACCT000564,CUST000033,65,Medium,Rapid movement of funds; Account takeover style activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0000493,ACCT000541,CUST000200,8,Info,Cross-border transaction
TXN0000494,ACCT000621,CUST000116,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000495,ACCT000466,CUST000050,8,Info,Cross-border transaction
TXN0000496,ACCT000315,CUST000297,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000497,ACCT000092,CUST000290,8,Info,Cross-border transaction
TXN0000498,ACCT000259,CUST000269,8,Info,Cross-border transaction
TXN0000499,ACCT000494,CUST000328,63,Medium,High-risk jurisdiction exposure; Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0000500,ACCT000178,CUST000186,8,Info,Cross-border transaction
TXN0000501,ACCT000470,CUST000034,8,Info,Cross-border transaction
TXN0000502,ACCT000094,CUST000314,8,Info,Cross-border transaction
TXN0000503,ACCT000043,CUST000150,8,Info,Cross-border transaction
TXN0000504,ACCT000256,CUST000201,8,Info,Cross-border transaction
TXN0000505,ACCT000161,CUST000065,0,Info,No material AML indicators
TXN0000506,ACCT000611,CUST000433,8,Info,Cross-border transaction
TXN0000507,ACCT000265,CUST000158,8,Info,Cross-border transaction
TXN0000508,ACCT000294,CUST000488,8,Info,Cross-border transaction
TXN0000509,ACCT000283,CUST000442,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000510,ACCT000223,CUST000343,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000511,ACCT000643,CUST000266,8,Info,Cross-border transaction
TXN0000512,ACCT000518,CUST000040,8,Info,Cross-border transaction
TXN0000513,ACCT000112,CUST000123,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0000514,ACCT000151,CUST000465,8,Info,Cross-border transaction
TXN0000515,ACCT000057,CUST000051,0,Info,No material AML indicators
TXN0000516,ACCT000180,CUST000023,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0000517,ACCT000460,CUST000438,8,Info,Cross-border transaction
TXN0000518,ACCT000656,CUST000306,8,Info,Cross-border transaction
TXN0000519,ACCT000338,CUST000018,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000520,ACCT000058,CUST000130,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000521,ACCT000034,CUST000223,0,Info,No material AML indicators
TXN0000522,ACCT000291,CUST000367,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000523,ACCT000186,CUST000220,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0000524,ACCT000404,CUST000389,8,Info,Cross-border transaction
TXN0000525,ACCT000083,CUST000355,0,Info,No material AML indicators
TXN0000526,ACCT000162,CUST000111,0,Info,No material AML indicators
TXN0000527,ACCT000390,CUST000142,8,Info,Cross-border transaction
TXN0000528,ACCT000197,CUST000038,8,Info,Cross-border transaction
TXN0000529,ACCT000256,CUST000201,8,Info,Cross-border transaction
TXN0000530,ACCT000156,CUST000110,8,Info,Cross-border transaction
TXN0000531,ACCT000037,CUST000028,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0000532,ACCT000242,CUST000311,8,Info,Cross-border transaction
TXN0000533,ACCT000231,CUST000418,8,Info,Cross-border transaction
TXN0000534,ACCT000629,CUST000160,8,Info,Cross-border transaction
TXN0000535,ACCT000625,CUST000070,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000536,ACCT000303,CUST000219,0,Info,No material AML indicators
TXN0000537,ACCT000202,CUST000191,8,Info,Cross-border transaction
TXN0000538,ACCT000293,CUST000196,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0000539,ACCT000426,CUST000051,0,Info,No material AML indicators
TXN0000540,ACCT000271,CUST000166,8,Info,Cross-border transaction
TXN0000541,ACCT000530,CUST000140,8,Info,Cross-border transaction
TXN0000542,ACCT000675,CUST000233,8,Info,Cross-border transaction
TXN0000543,ACCT000283,CUST000442,8,Info,Cross-border transaction
